transaction_number	last_time	receipt_transactions	sent_Variance_BTC	min_sent_transaction_id	total_sent_BTC	label	balance	max_sent_transaction_id	sent_Variance_USD	total_sent_USD	gs_checked	min_received_amount	activity_w	activity_d	total_received_BTC	min_sent_amount	received_Variance_USD	first_time	sent_counters	total_received_USD	max_received_transaction_id	transaction_fee	received_counters	watchback_checked	transaction_fee_Variance	received_Variance_BTC	activity_time	total_output_slots	payment_transactions	total_input_slots	address	max_sent_amount	min_received_transaction_id	max_received_amount	lifetime	flow_ratio	fan_ratio
2	2024/2/13 16:40	1	0.0	9e2cfb4f7d4766f920f6760161e5689f13cd5c8a013ec69ac40ffe54c17df5f5	4611533.0	0	0.0	9e2cfb4f7d4766f920f6760161e5689f13cd5c8a013ec69ac40ffe54c17df5f5	0.0	2292.669746	-1	4611533.0	1	1	4611533.0	4611533.0	0.0	2024/2/13 16:30	1	2292.669746	f5ee768df3d5b6f9e069ff14ddd31477261592c49230ee1ba15f473640a72777	1904.815	1	-1	0.0	0.0	1	1	1	1	3PVSRyo8PrqpUVY68KKYkJv8XM5n2wCRWg	4611533.0	f5ee768df3d5b6f9e069ff14ddd31477261592c49230ee1ba15f473640a72777	4611533.0	570.0	0.9999999956382727	0.9999900000999989
342	2023/10/30 18:02	342	726000000000.0	8e77445dd3cc87e564da3bb631acd4068e0987dcb9b21e50a4b9d745e7b99de1	193315395.0	1	8839.0	9022d6386f90b1052f68159b0a9b9051cc31ef39f0e2c45ce6a0abe83484fc3d	38505.97354	48154.48268	-1	1647.0	186	144	193324234.0	2199.0	54671.66364	2021/10/28 13:01	347	48338.30696	1db678fb70acc0f6c96dec28eb5c3d182ba0409cf65d158e0aaea9a5cd10ea97	997388.0	341	-1	37556527.38	1010000000000.0	186	345	183	342	bc1qeuw4usgflvqmuxucsckmglv282hzce766hlzmy	4800000.0	5ef531b8ba56d11cc7ab9fca9ea48eac8d69b59fcf82166dbd97e2f7e4d35f1e	4800000.0	63262877.0	0.9961971301536463	1.008771900328307
4	2024/1/13 6:20	2	16300000000000.0	d8f5b9c830cc4931ba29a684419730b2fdbefdb96c152724d4107bcd9d8e005d	31927538.0	0	0.0	e75885ae3273393273de38461d1bb0fdf0541f01e96277a2cc6a969f366f5bd5	1275945.226	12481.36509	-1	11927538.0	2	2	31927538.0	11927538.0	2100217.135	2021/1/8 13:27	2	13341.29482	9206dc5551e20836807829b3bd2be56853a219290c59db9647314738c4e72b62	10829.20689	20	-1	302298.2468	16300000000000.0	4	2	2	2	3Jd17MYfsjT4hwkcagKhxyp4TCCcRpuupy	20000000.0	2ef9ea078e43ff025aa7912b0da8badc3c971e1132e5844af86bf8c55b2e04b0	20000000.0	95014390.0	0.9355437571122173	0.9999950000249999
426	2018/9/14 2:03	213	8441082585.0	db0dec079e1b0dc333bccae8eeac6c83e74a2cde2958b95cab0acd39d6af208d	41484654.0	0	0.0	3f7f2b2842c93271ed18beb3c09de8d2549e820997db32a42dc1badba6091633	104.8475281	3560.712114	-1	100095.0	213	44	41484654.0	100095.0	248.6697505	2017/12/26 1:13	309	3976.929321	4e5d791e9771f79e3273fd23207400b57ce550cf78741b84ff6befc268b20d72	320893.5042	3180	-1	10912462.41	8441082585.0	215	213	213	213	12LZpSTvo5iormp1i4cVvpaAL8LqPkoCcq	502497.0	08fd7d94a1b4ec38a60764473b37420c1d08d6a92a8fc5e8f8323d54cbde1518	502497.0	22639766.0	0.8953420635977601	0.9999999530516454
2	2016/3/6 18:31	1	0.0	049594af35a0e9536aa3fbca99dc1141c8f5f3eeb5dd310fe6720b2ff2934eae	300000000.0	1	0.0	049594af35a0e9536aa3fbca99dc1141c8f5f3eeb5dd310fe6720b2ff2934eae	0.0	1218.0	1	300000000.0	1	1	300000000.0	300000000.0	0.0	2016/3/6 12:15	3	1218.0	e050c92e25b8ad837ea173c6c8c25034604db1ebcde4f627b26397edf5c1ce9e	2836.583333	2	-1	0.0	0.0	1	1	1	1	19XffhbCjtJZjKiBDZWF81E8smS9JGinvj	300000000.0	e050c92e25b8ad837ea173c6c8c25034604db1ebcde4f627b26397edf5c1ce9e	300000000.0	22576.0	0.9999999917898195	0.9999900000999989
4	2023/9/29 18:50	2	12035735556.0	ac1c5a286aa1a9da2fbf592dc8c3dd3cc6c02bc3e675fb6dfe501f49d24a09fd	291417.0	0	0.0	e121ade60c76b555a05c74ceb9e13ce8a6fa9f97e64d4c0bf356c11e4b84b5bc	871.5525483	78.41973187	-1	36001.0	2	1	291417.0	36001.0	301.132476	2022/12/6 13:48	2	52.59127488	cf891d865061cde6e0fd528fc943440f4ef6398b20f01a200922ee3ed3ea6dcb	10485.0	2	-1	575322.25	12035735556.0	3	2	2	2	bc1qzxp3zkllx65fyqcuj06k7n79w9thm7kr5g9q37	255416.0	5e00fb50cbc5679c49718585f9b408a59aa23ffa7c31199fb3c847b58d603071	255416.0	25678937.0	1.4911164853441778	0.9999950000249999
2	2021/3/15 14:19	1	0.0	fe0e6ad2351babe1f14c4ef0b92890ba1c8b718414a5bc3017e9e7ff6d12437e	4700000.0	1	0.0	fe0e6ad2351babe1f14c4ef0b92890ba1c8b718414a5bc3017e9e7ff6d12437e	0.0	2622.1911	-1	4700000.0	1	1	4700000.0	4700000.0	0.0	2020/12/20 4:52	1	1103.3203	75c437d89458165d9bf51a9d7b318c780bb02cc3f024fad216d109435509bcbf	25629.83333	2	1	0.0	0.0	2	1	1	1	1DHFQLT3miuySxRzYmzUqjgskJL7H34fbS	4700000.0	75c437d89458165d9bf51a9d7b318c780bb02cc3f024fad216d109435509bcbf	4700000.0	7378037.0	2.376636300658691	0.9999900000999989
523	2024/5/6 7:42	270	1760000000000.0	a31496a52f047980ec781a2b3799f204e54e4a744557dc3bf66e89d264d0d9e4	193545492.0	0	0.0	950195892204661bbb981e7b1f66be17e8ba730f816b5496e1265b452f896449	78846.54866	61025.49228	-1	500982.0	244	145	193545492.0	500982.0	90701.65541	2019/8/9 9:49	427	59997.67387	f29af8788227a073a64eabce044916e2b950f933f28c497fdbf2a980092faad4	652437.7151	4411	-1	2765206.367	2020000000000.0	268	270	253	270	3GvhTRVCNXtuDUYprjgrMr6utXazd9rhRP	23873850.0	052694a549fa5be31624a66254ccf64cd5c6cabe7cf49fa073af79ef328127d7	23873850.0	149637171.0	1.0171309708115637	0.9999999629629645
1	2023/12/9 9:32	1	0.0		0.0	0	678622.0		0.0	0.0	-1	678622.0	1	0	678622.0		0.0	2023/12/9 9:32	1	296.6826804	7508a4f99ac763970b16515d344132b1e4b95bcb32aff3e4ddf71325887f87ec	0.0	0	-1	0.0	0.0	1	1	0	0	1NLDCYYBAkiAMaKzyMN5kS3SiSG1XtMZi		7508a4f99ac763970b16515d344132b1e4b95bcb32aff3e4ddf71325887f87ec	678622.0	0.0	0.0	99999.99999999999
6	2023/12/30 5:39	3	40000000000000.0	58268506b14a76d549d49c5345e6cd2421f136901a9706eaa08822a7f082d1b5	25374360.0	0	0.0	25a5f5d19157930a6e65edc33dc4023de7a25d0d413c380cee13476f2bfd8ae2	6147548.105	9672.023128	-1	238005.0	2	3	25374360.0	238005.0	6160831.879	2023/11/21 14:18	3	9665.64864	c59c90ad8c12eadf0f39e3b9d75db35b99ecec5269b2575cc673419c8a0beff6	89970.3653	63	-1	17176479.26	40000000000000.0	3	3	3	3	3JWuKxDYt31aQpSsLpzrfKUiZNzvdG5HBM	15625056.0	2f12d8b1ea6a79a5b9858d537afe6acc71bb9984029b712fee3cd9228105675c	15625056.0	3338430.0	1.000659498211742	0.9999966666777778
311	2022/10/10 22:19	159	780000000000000.0	7bb3d56a437f099f80ccc58ebdda6999189da23779a9472ea01095a1a3ee1ec1	2134248424.0	1	0.0	a69f42842a3c1999880726fce939dbc21e2df272178618eaebdbbdbce51bd185	118882701.7	802309.7049	-1	2406.0	104	99	2134248424.0	2406.0	115160931.8	2020/11/3 3:22	284	802391.5389	e25720ca07ab0dc35450dccff1b9378b041718448bf7874877957979d50cd0f2	779884.6247	600	-1	74753246.17	758000000000000.0	134	159	152	159	3E7izF9CHA2UWjabTPjHVn52ZPakiWByts	200000000.0	ad5cf1d6f200e92895691f45af2fcc37b252e8f0cad1986c16f48156f0355321	200000000.0	61066634.0	0.9998980123717267	0.9999999371069221
1	2024/3/5 10:24	1	0.0		0.0	0	22000.0		0.0	0.0	-1	22000.0	1	0	22000.0		0.0	2024/3/5 10:24	1	14.034372	f9ae3bcbfc49b2763b71dc0a2c62bbf68e368bf08ddca86aa823b19d607991e9	0.0	0	-1	0.0	0.0	1	1	0	0	bc1qvlex9qjx6ajnq79h6kg0ph99lhr8az5khc5r88		f9ae3bcbfc49b2763b71dc0a2c62bbf68e368bf08ddca86aa823b19d607991e9	22000.0	0.0	0.0	99999.99999999999
5	2024/3/13 19:17	3	6774359942.0	872bc89a108f71e28bfbe1cef424feb8424b4234a010eb90b29d5233574b0180	384763.0	0	48876.0	dd53925abb4949f55cfdcfd3d43b22c1b051db382ec678c6a73a4ce6b03a8735	115.4937225	76.17776039	-1	48876.0	3	2	433639.0	110075.0	89.80554649	2022/12/12 19:08	3	107.0489632	597a76d65a30410afa16863e4e7b1c2a541fa62c54ebf36c32e473384fdb9b7e	790.796	25	-1	2873.174404	9092646302.0	5	3	2	2	39pWvQWMnRRxNSmqNqhZDsQqsAq6MkR9sY	274688.0	051aa2e69a74bc4319a9f2006d6b4319f73cf3ca8265f702ada48dbc34259750	274688.0	39485341.0	0.7116159839074477	1.4999925000374998
4	2021/1/25 20:31	2	96188060164.0	f17daabc1dc730f871eee0644e6a338ca7e0c3a8087bcafaf133f46f2afbdbfd	5908384.0	1	0.0	02f0f360870739c85af5c6054bbfade0d7f2a7dbea9f0131397cec467603a916	101702.9486	1467.827595	-1	2644050.0	2	2	5908384.0	2644050.0	101702.9486	2020/11/11 18:53	8	1467.827595	5e1fdc8f780573dfcf3195fe99028b1c1c6ace00af26b75a39b84206b665037c	30700.0	2	-1	22562500.0	96188060164.0	2	2	2	2	3HH3zyztKzHBKmgSvrsTq84tHQgqXhhA2o	3264334.0	c2b79c3ec184f993bba8ab597512449c06c5fae9eba234152de7e7efb3d76dd7	3264334.0	6485880.0	0.9999999931872109	0.9999950000249999
5	2024/1/8 4:08	3	49900000000000.0	3654dcd51093d86dedfba8eb643bf0ef0606abbfb5f9f49a860b3994cffc7225	16923050.0	0	61432.0	c4bc4be3392cdac3379904471de77960e2a5f8e24e9b916c6101c3da95400527	11659446.79	7754.032509	-1	61432.0	3	2	16984482.0	1396500.0	9658627.917	2021/7/12 8:50	9	7316.247489	ac064eec30fa5ae53aa29facd4d208c959097d450c64001618d0f9c3e0455090	16626.60294	2	-1	25568712.77	49000000000000.0	4	3	2	2	3QrSBCroEACfVhcvzGuHR9X1nV6eBonXCq	15526550.0	2cb2151ec136893f5606ffeaeaa2e7d056e19348e66265822b714573fda8651d	15526550.0	78607066.0	1.0598373701900923	1.4999925000374998
2	2023/11/23 19:25	1	0.0	73ab932877b8f6e0d9cc8f457c8c0ad0b45413721cd0c82efe77f6d2d21a9105	24330082.0	0	0.0	73ab932877b8f6e0d9cc8f457c8c0ad0b45413721cd0c82efe77f6d2d21a9105	0.0	9073.44181	-1	24330082.0	1	1	24330082.0	24330082.0	0.0	2022/11/21 16:48	1	3838.362396	0c097db6806eebea23221a5bbfdc5b0bc8f0a93519a577155088e02bc5ce5f2b	9108.0	2	-1	0.0	0.0	2	1	1	1	bc1qutde999a8ymg9p6lrvp5pjujgzn3prz8zmg4yz	24330082.0	0c097db6806eebea23221a5bbfdc5b0bc8f0a93519a577155088e02bc5ce5f2b	24330082.0	31718210.0	2.3638835655061383	0.9999900000999989
2	2023/2/9 3:24	1	0.0	33e2a04ff6fcd4e3926d516ebdc0e4b4c9934e5ad81958807676c98d7d8d0032	167067.0	0	0.0	33e2a04ff6fcd4e3926d516ebdc0e4b4c9934e5ad81958807676c98d7d8d0032	0.0	36.40807598	-1	167067.0	1	1	167067.0	167067.0	0.0	2023/2/8 10:40	1	38.36626828	c3ccb94982f85109c618baa3b63d0b131c286b4fd631d3e3c5370b256f8574a4	214.192	1	-1	0.0	0.0	2	1	1	1	3PaK14Y3D5Rj7FyGWXadutHecKtk4gJsuf	167067.0	c3ccb94982f85109c618baa3b63d0b131c286b4fd631d3e3c5370b256f8574a4	167067.0	60244.0	0.9489603269384407	0.9999900000999989
5	2021/11/23 11:47	4	361000000000.0	1b1cb923dd5ee02f645a844ec547fd5fccd17e8ea3f3d75dc34705a61b59205b	2588908.0	1	0.0	1b1cb923dd5ee02f645a844ec547fd5fccd17e8ea3f3d75dc34705a61b59205b	119586.217	1490.517181	-1	121649.0	2	1	2588908.0	121649.0	30076.65999	2021/11/22 9:57	7	1459.321158	cf9e6e6bb58fca6e408b8918e3f428fdc23df3c20fbb5ba7716d9aeb471eeb67	3850.0	4	-1	0.0	95575111524.0	2	4	1	4	38N3H42DoQZocpMAQymcp5x5JuPPvxAwZA	885461.0	ae9bb34dc22d1ab6741fb3461a20faa970f49bef29d5bffdce477a5eae8604ca	885461.0	92978.0	1.0213770715344	0.9999975000062501
16	2024/1/25 23:20	8	64100000000000.0	181e6d1900711de9cbf8b12a246f959e8ad349d0ca38eecdc9165dc3709cb3c1	91800012.0	0	0.0	7e8a57a0a2f391dd931dc599c927e8329bef81ea0f456b59db535e832b18b7ec	540387.5454	8770.89463	-1	60000.0	7	7	91800012.0	60000.0	535402.7063	2018/1/19 7:46	15	8739.952175	5ac1f03933017ecdb0024c2b1edb0172f82aefdd7a494152938a2b69dace8e23	148438.7995	14	-1	86002445.22	64100000000000.0	11	8	8	8	1B74XhWVcre2QnxbhZuha2QRsPEcuZZVvA	22100000.0	e3f1fbe794c2fc18953b714b60ae7f3391e9a7ec714605c7aef66c6f94a560be	22100000.0	189876840.0	1.0035403448834772	0.9999987500015626
2	2024/3/4 1:04	1	0.0	5dda6a28412d60b2a0f5db03372b48b8e179f6539de721afeac00b123d7e7046	14084278.0	0	0.0	5dda6a28412d60b2a0f5db03372b48b8e179f6539de721afeac00b123d7e7046	0.0	9615.350675	-1	14084278.0	1	1	14084278.0	14084278.0	0.0	2023/11/22 16:39	1	5269.041074	52c47e104f4f22a70087756627142425b3830cc8684101ea249167d49766cf28	16078.0	2	-1	0.0	0.0	2	1	1	1	38S83L3x4XeGU4FBDLM1NRQpURgrVgR5w8	14084278.0	52c47e104f4f22a70087756627142425b3830cc8684101ea249167d49766cf28	14084278.0	8843100.0	1.8248767701200943	0.9999900000999989
1	2023/12/22 8:29	1	0.0		0.0	0	215000.0		0.0	0.0	-1	215000.0	1	0	215000.0		0.0	2023/12/22 8:29	1	94.533135	460f773f93c9e6a829f0b0c29cf4fd5ab3abe6a3c3403a4a62e1700e7b95d4b5	0.0	0	-1	0.0	0.0	1	1	0	0	3CgFyN3BJ3NYnBnfz7H9gsbt3BjFFruSak		460f773f93c9e6a829f0b0c29cf4fd5ab3abe6a3c3403a4a62e1700e7b95d4b5	215000.0	0.0	0.0	99999.99999999999
2	2019/6/16 18:29	1	0.0	06e33ad44500857ae78494b1ef090a89db5c7b53b0f1989b71240f5708928712	104719253.0	0	0.0	06e33ad44500857ae78494b1ef090a89db5c7b53b0f1989b71240f5708928712	0.0	9385.46305	-1	104719253.0	1	1	104719253.0	104719253.0	0.0	2019/6/3 10:50	1	8508.229868	f7f573ed5123856643e2cdc47d611ff56a3bf3e63285087ec32ea632a52247f3	12308.2	2	-1	0.0	0.0	2	1	1	1	1BspsRA2znL111AQTPhfEMMHw2oaGqLKwc	104719253.0	f7f573ed5123856643e2cdc47d611ff56a3bf3e63285087ec32ea632a52247f3	104719253.0	1150771.0	1.103104075063638	0.9999900000999989
2	2024/1/18 12:00	1	0.0	88a2fb383dab7c905b3a1dc0a9607e00a2c192ac69fb224cc43fbaa5a75b72f0	2980590.0	0	0.0	88a2fb383dab7c905b3a1dc0a9607e00a2c192ac69fb224cc43fbaa5a75b72f0	0.0	1230.766087	-1	2980590.0	1	1	2980590.0	2980590.0	0.0	2024/1/18 11:44	1	1230.766087	4de1679fbb511835661b7312edd54630be381092335e44684be5aed24087211d	19380.0	6	-1	0.0	0.0	1	1	1	1	32bMeoGtcEzX6EPSijbEFfrVZuMS2WJkVa	2980590.0	4de1679fbb511835661b7312edd54630be381092335e44684be5aed24087211d	2980590.0	977.0	0.9999999918749793	0.9999900000999989
8	2024/3/13 22:03	4	334000000000000.0	7c3985e819dec2454c37f64536270ddb3f78b350a4fa67fb474458bd1e379dc5	59946993.0	0	0.0	61783e7147237c60f33f7f6a53fdaf10528fbba4330c38503f638bc5bbca450e	136305407.7	39640.0392	-1	45000.0	2	3	59946993.0	45000.0	136320526.3	2024/3/5 13:52	4	39636.97362	cdac723d45c0ac5490a7c35617c06cf167c6a186e324d8bf9f2ca7ec93ab2d77	9661.166667	4	-1	622714.523	334000000000000.0	3	4	4	4	1EEm8y9vR6dUhXK1a9jQDv3Y1Z4tyakPqN	44831993.0	95bb4f5b46c57051d2670c7c683a7cd24507c3191dc4fdb2b03a5129edc907c6	44831993.0	720614.0	1.0000773411721242	0.9999975000062501
384249	2024/5/29 23:52	382412	3.61e+18	b12adc9ffdd24f5d51de4b2649752e836c45c576b7577ed96571075ab334651f	318000000000000.0	0	149000000000.0	2f47fe50cb94d088a1f0a56fce1f44fec849250296cdc5cdd100c83584f73bb6	385000000000.0	96933974808.0	-1	500.0	1001	999	318000000000000.0	500.0	108000000000000.0	2021/7/28 6:54	560516	97092534189.0	a39cfb5d8664af002e2bbd856969fc8c4dc892c7069de52d014179de6ac19200	2956305367.0	658758	-1	190057686.7	1.22e+21	1000	387644	375420	387555	bc1qw8wrek2m7nlqldll66ajnwr9mh64syvkt67zlu	100000000000.0	54e820d361893d9e1377c623d02c6e83cdc9a0cf9704895231bb6d979b9b7843	100000000000.0	89571483.0	0.998366925095483	1.0002296447987968
2	2024/3/29 11:59	2	0.0		0.0	0	10905722.0		0.0	0.0	-1	3036156.0	1	0	10905722.0		2851345.872	2024/3/29 11:48	2	7620.013359	b8e8546ceecb8b2d71acbea32dfdee4b1cb5e3a47fa496d13904a6d80bb68d23	0.0	0	-1	0.0	5840000000000.0	1	2	0	0	bc1q3f37hvnu3dh0gv75lwj53txucj2ndvczg2rlwg		262f642fe0478b722fb4d3ae7ce98ee6d17169af6ae957cd3eeda5d280a3912f	7869566.0	671.0	0.0	199999.99999999997
51	2023/12/31 18:24	36	1490000000000.0	f8077465fffdd03f02e4b70254ec43455af05994a9a7a8e85686d8c06f6fbbac	35534820.0	0	0.0	055190320d4e9d0f06dffc9041f3abf99f2351c640f603ce6ff9a26defd41f48	125168.517	10776.07895	-1	42540.0	24	22	35534820.0	42540.0	200188.7038	2023/3/14 14:55	35	10761.35759	e6e56489fcf78115065f5f62313bde3c882e714438e028d756c297200fcb0882	266440.0	36	-1	86128569.5	2540000000000.0	28	36	30	36	bc1qnnst6upeeyx9xw3axde0ska07tfs94fdq8fy0y	4667121.0	6d5e83eaabcb709aca47785b6703118ac24e1885782742f5954826a4640048a3	4667121.0	25241322.0	1.0013679826047226	0.9999997222222993
2	2024/3/9 21:53	1	0.0	1038bf19978ae1cf3028ec4f9b9cf92a033db94823c9eac091e4f0ba7c62227b	211673.0	0	0.0	1038bf19978ae1cf3028ec4f9b9cf92a033db94823c9eac091e4f0ba7c62227b	0.0	144.7134215	-1	211673.0	1	1	211673.0	211673.0	0.0	2024/3/5 18:42	1	135.0317102	c17dc6065d4a8564fe1e545cd6bf91ba762c03fd825778c15a0ce4f7e2326d04	3513.25	2	-1	0.0	0.0	2	1	1	1	3QcfPbrhJfJNHtDoVP7EaZSM75az7ekAjg	211673.0	c17dc6065d4a8564fe1e545cd6bf91ba762c03fd825778c15a0ce4f7e2326d04	211673.0	357062.0	1.071699459102351	0.9999900000999989
4	2023/10/27 15:23	2	35600000000000.0	b1061a587a7cf5cf22dcfceb8002e45825434dca10198057a5cd25e430a59dbc	21938966.0	0	0.0	efa9eb5601c62862011e06583144154399bc77ce7e6bfd543b6a0ccd2f19f3ff	4095613.392	7437.704375	-1	5000000.0	2	1	21938966.0	5000000.0	4121800.62	2023/10/25 16:30	2	7510.123631	3bdd65ce9e9538d2d7070354a7fdfe38b8beda05e24dc63a04396b926f5ef7e6	3398.885246	42	-1	8373.750067	35600000000000.0	3	2	2	2	3E98Qso1aAXLRLNtRy6mM3VHsNvdu8ajoB	16938966.0	c99d489c466c6017b811500d6c846750e4fc329ff07632e0b58906890e143da8	16938966.0	168727.0	0.9903571140154549	0.9999950000249999
8	2024/2/4 8:52	4	2610000000000.0	cb6ec8ab0550891865800a0bfd0d50831ad9127263545c2efdb8e8bc56d9def0	6879426.0	0	0.0	2166e07561d2ac4198151598c2949e6750ef96db128f80e6e78e7af07ad48340	52774.50083	1257.359012	-1	306751.0	4	4	6879426.0	306751.0	37674.50273	2017/12/22 12:21	229	1184.372015	4b0420d30c711a4270099ade645e0430e1f5db63f44d152366e2c664bb825aea	47498.68114	6	-1	25057188.87	2610000000000.0	8	4	4	4	1NGZTP5CsHxF57YvLXZteqeX3ccJpMeoGj	4347826.0	c7dc86ca46443abbfccf435b18f04f3e8892a43ec4fe72bc10f192ce89298dc6	4347826.0	193091463.0	1.0616250514697863	0.9999975000062501
246	2024/5/28 11:20	136	43275293174.0	414a7b76f0e68c7c470ab367b6cede018ed71a97abc9bbf559ce151b0794f6e8	36171037.0	0	1677585.0	386519b58fbde653fbd9aa442c25ce95630bd79041b5622fbbde7563357bd9da	6450.73936	19766.50225	-1	73258.0	48	41	37848622.0	73258.0	5385.216917	2023/6/15 17:01	136	19901.61197	02c2454b5f733112d596eed36e58515a3b094d77877d7db00bd537a34d8fff22	340483.8506	1707	-1	1443121.83	29829806582.0	77	136	110	127	33m4U7CvA6p89ZQfA3cWTfDxwk1YCB2NVH	1136167.0	9841edebb1897cd94671580313bb513f8b9fff3c411067f72c322198941ba71e	1136167.0	30046734.0	0.9932111162585333	1.0708660574121214
3	2022/12/5 21:36	2	33305520004.0	63945d9c9a56de3856073bab1e124fca50d56830dc9bfe26e596f9ce9ea5cf85	6806982.0	1	0.0	63945d9c9a56de3856073bab1e124fca50d56830dc9bfe26e596f9ce9ea5cf85	958.7397671	1154.906601	-1	3220993.0	2	1	6806982.0	3220993.0	7026.622173	2021/12/21 18:00	2	3317.909893	87b9de7fdc02c06255ed7d7a23fe9fe333e5786a531b613dc3ab95ff01db27e0	11106.90323	4	-1	0.0	33305520004.0	3	2	1	2	1HiTbewnp8XNHy2zdeYQTG3NAicRG7CzuT	3585989.0	2b5484dc9afb22f3e218ec253adec1a100e16cdeac2130870d67f897142eae05	3585989.0	30166523.0	0.3480825684735297	0.9999950000249999
2	2023/12/9 20:22	1	0.0	609a945da860a33a4849efa4a10829fc81e748140bf98cc4393ea42580a473ec	651687.0	0	0.0	609a945da860a33a4849efa4a10829fc81e748140bf98cc4393ea42580a473ec	0.0	284.9071294	-1	651687.0	1	1	651687.0	651687.0	0.0	2023/12/9 13:11	1	284.9071294	b86d1de64356256b238c9649b84abda69a0b3a771fcbe0b9005c9e51ba8bcc67	5492.28	1	-1	0.0	0.0	1	1	1	1	1ELPRj2Q1pDioZVrvRYwuPqPbcpSpDcJFP	651687.0	b86d1de64356256b238c9649b84abda69a0b3a771fcbe0b9005c9e51ba8bcc67	651687.0	25857.0	0.9999999649008445	0.9999900000999989
145	2021/7/28 4:21	73	1.06e+16	53e4f283cc410851daa87e5a9b277de9cb19ddb28b3f19a1b2ae348f02682b01	3163800886.0	0	546.0	9c23187cf1b8ab70341b40820e202db664f2ae30fd5ccc20466207f07a0aea31	190541330.8	240320.5034	-1	546.0	56	54	3163801432.0	546.0	188075932.9	2016/3/2 3:09	81	240386.6429	86734c5f684280a052916f405f778906997adc07709c03341470f09a83993ce8	529250.0665	3044	-1	55068589.28	1.05e+16	57	73	72	72	1FAoCtf8fHn2sqxbrW6tyt5k9eaPWFu9GC	800000000.0	bf2416ad3e45621b8d0c2d618f5926fadc3be8ec6d539fc93ed00f2357ffc5a3	800000000.0	170557901.0	0.9997248619590533	1.0138887480710073
2	2024/2/6 8:27	1	0.0	5fbf63a1a66c10d81a0c4c130faf8b33fcd588b3881ee2792b46ae3932bf9872	96471.0	0	0.0	5fbf63a1a66c10d81a0c4c130faf8b33fcd588b3881ee2792b46ae3932bf9872	0.0	41.56713507	-1	96471.0	1	1	96471.0	96471.0	0.0	2023/12/13 19:09	1	41.371106	01afe599ffe657c978e86781217bb78466e928a09475e1d0c13647e29977b565	3418.566667	1	-1	0.0	0.0	2	1	1	1	13sQHZrg1a9CohVyJDuZW6MqJNxmpDvu9g	96471.0	01afe599ffe657c978e86781217bb78466e928a09475e1d0c13647e29977b565	96471.0	4713492.0	1.0047380658041711	0.9999900000999989
2	2024/5/21 18:03	1	0.0	824cf4fae50bafac971d2593d6c8e3c116d38ad1b11f8319e5b4ec679ec5efcd	679057.0	0	0.0	824cf4fae50bafac971d2593d6c8e3c116d38ad1b11f8319e5b4ec679ec5efcd	0.0	484.8779346	-1	679057.0	1	1	679057.0	679057.0	0.0	2023/12/4 10:48	9	285.121095	b2d1f053db75af4dfbe8a6acd01822db6836f4c0a1cbcc5fe531c5352916a831	837.45	1	-1	0.0	0.0	2	1	1	1	334QTPygQpwgmcLzXxVCepfkGZwCmHAzVj	679057.0	b2d1f053db75af4dfbe8a6acd01822db6836f4c0a1cbcc5fe531c5352916a831	679057.0	14627734.0	1.7006034491904765	0.9999900000999989
2	2022/11/29 19:17	1	0.0	868d2c5d6ca92eea7d442b605b08f876ee0f1c5d1a990382ec0926b569d09126	106799200.0	1	0.0	868d2c5d6ca92eea7d442b605b08f876ee0f1c5d1a990382ec0926b569d09126	0.0	17558.21568	-1	106799200.0	1	1	106799200.0	106799200.0	0.0	2022/11/29 16:54	1	17558.21568	9eb66c21ea126e797c6b7611bb34e61188924acee39a5fcf6f53764dd126b0ec	4200.0	1	-1	0.0	0.0	1	1	1	1	bc1qwmsxzrzd33d3f0kcuvz43h5uhn2fhxm4urat9j	106799200.0	9eb66c21ea126e797c6b7611bb34e61188924acee39a5fcf6f53764dd126b0ec	106799200.0	8542.0	0.999999999430466	0.9999900000999989
2	2024/3/14 13:59	1	0.0	dfab03977964634f34fed479bfb3d3b92193a70c01c74bebf63f36b1edd07de4	490905.0	0	0.0	dfab03977964634f34fed479bfb3d3b92193a70c01c74bebf63f36b1edd07de4	0.0	350.4448069	-1	490905.0	1	1	490905.0	490905.0	0.0	2024/3/9 23:36	1	335.6145668	23e30fd645f1934ca90ae69bbf683a9fda623b3479146c34fbaccfc8e87a72a5	2730.581081	25	-1	0.0	0.0	2	1	1	1	3E4NotxyjGqdT611aLiTBH2izMKs8W8uED	490905.0	23e30fd645f1934ca90ae69bbf683a9fda623b3479146c34fbaccfc8e87a72a5	490905.0	397339.0	1.044188277640985	0.9999900000999989
778	2024/5/3 12:54	760	9140000000000.0	11b2b739e6bc1a8c3826e753d0741518c055f036f291ad64b0e6165faa67b81f	50151372.0	1	290297.0	9ef0ce049ac2c8a96a663ded2d42a917ab8b023aa44fdf5bd4175756e48adee6	439442.7496	11093.63666	-1	546.0	176	10	50441669.0	546.0	233.4907318	2022/4/10 15:11	1714	13932.03542	35d8baed6188881fbcf28a61a242df9fa190e31383d338797edf4816b82de0b6	589069.8697	1004	-1	728757.151	2840237625.0	180	760	18	724	3DJ1gSGRQsMY32chwPbPgUXYinsqPuAcmU	730000.0	d12dd597c822bda3825eb47304bdd481a11e487b3b010a2a1532aecab432f90b	730000.0	65137395.0	0.7962681918043328	1.0497237424071306
